media,month,total,query_climatique,query_effet_de_serre,query_biodiversite,query_transition,query_durable
liberation,2015-07,1868,33,16,7,15,17
liberation,2015-08,1536,39,15,11,17,15
liberation,2015-09,2077,73,22,5,25,42
liberation,2015-10,2165,90,33,12,25,31
liberation,2015-11,2035,124,44,10,13,40
liberation,2015-12,1937,127,62,8,13,44
liberation,2016-01,1909,26,6,6,13,17
liberation,2016-02,1781,29,3,3,10,12
liberation,2016-03,2024,14,2,11,13,16
liberation,2016-04,1842,23,5,7,13,15
liberation,2016-05,2069,34,10,8,5,11
liberation,2016-06,2076,33,5,11,13,17
liberation,2016-07,1842,27,8,8,5,16
liberation,2016-08,1690,30,7,6,5,13
liberation,2016-09,2074,64,19,16,20,25
liberation,2016-10,1941,47,19,7,9,14
liberation,2016-11,2104,47,25,5,12,29
liberation,2016-12,1975,48,11,13,17,25
liberation,2017-01,2017,75,14,14,47,35
liberation,2017-02,1793,34,4,10,28,24
liberation,2017-03,2245,40,10,15,20,27
liberation,2017-04,1794,34,6,10,25,17
liberation,2017-05,2158,46,11,7,41,27
liberation,2017-06,1901,45,17,12,31,20
liberation,2017-07,1628,46,9,8,23,12
liberation,2017-08,1424,37,16,5,20,11
liberation,2017-09,1848,51,15,12,33,15
liberation,2017-10,1958,39,12,19,26,14
liberation,2017-11,1891,54,17,15,33,22
liberation,2017-12,1840,45,15,13,42,23
liberation,2018-01,1936,46,18,15,32,13
liberation,2018-02,1747,31,4,6,37,18
liberation,2018-03,1906,43,13,27,26,24
liberation,2018-04,1858,35,9,24,28,10
liberation,2018-05,2076,55,15,29,30,22
liberation,2018-06,2098,34,10,25,27,24
liberation,2018-07,1793,39,15,16,31,15
liberation,2018-08,1470,63,22,31,52,7
liberation,2018-09,1719,72,18,36,45,32
liberation,2018-10,1896,87,24,24,48,31
liberation,2018-11,1880,93,30,13,98,33
liberation,2018-12,1529,90,23,16,68,24
liberation,2019-01,1847,62,19,17,68,29
liberation,2019-02,1625,77,25,23,50,22
liberation,2019-03,1846,113,18,24,58,23
liberation,2019-04,1678,73,18,15,43,24
liberation,2019-05,2078,140,24,55,49,31
liberation,2019-06,1664,89,26,18,42,27
liberation,2019-07,1787,116,32,37,80,29
liberation,2019-08,1383,102,22,38,19,13
liberation,2019-09,1731,140,39,32,57,32
liberation,2019-10,1867,96,17,24,42,20
liberation,2019-11,1614,95,26,20,41,26
liberation,2019-12,1664,116,29,30,36,17
liberation,2020-01,1807,112,29,35,35,21
liberation,2020-02,1673,78,19,24,29,16
liberation,2020-03,1933,82,18,21,29,19
liberation,2020-04,1723,67,15,49,19,13
liberation,2020-05,1640,83,16,50,62,15
liberation,2020-06,1564,77,29,59,58,23
liberation,2020-07,1439,74,27,40,54,22
liberation,2020-08,1040,49,6,22,20,12
liberation,2020-09,1370,75,19,40,48,17
liberation,2020-10,1516,71,14,32,29,12
liberation,2020-11,1706,62,11,24,35,18
liberation,2020-12,1277,80,25,30,20,19
liberation,2021-01,1221,51,10,17,15,7
liberation,2021-02,1900,68,24,32,46,16
liberation,2021-03,2598,128,30,48,58,36
liberation,2021-04,1594,89,26,22,29,15
liberation,2021-05,1950,76,14,45,61,23
liberation,2021-06,2112,96,20,47,47,26
liberation,2021-07,2097,117,22,33,27,22
liberation,2021-08,1585,98,11,25,25,12
liberation,2021-09,2032,143,19,46,64,24
liberation,2021-10,1885,151,44,28,55,32
liberation,2021-11,1892,152,65,68,72,35
liberation,2021-12,1897,84,21,35,36,12
liberation,2022-01,2038,111,27,25,41,18
liberation,2022-02,1990,110,16,40,60,25
liberation,2022-03,2118,131,27,39,64,46
liberation,2022-04,1996,143,33,35,44,26
liberation,2022-05,1915,131,26,52,79,37
liberation,2022-06,2091,148,35,45,101,24
liberation,2022-07,1771,188,40,41,98,27
liberation,2022-08,1559,197,28,41,61,20
liberation,2022-09,2105,213,44,48,103,52
liberation,2022-10,1980,197,40,47,96,49
liberation,2022-11,2098,242,63,49,99,49
liberation,2022-12,1977,130,42,70,67,33
liberation,2023-01,2045,166,36,37,63,48
liberation,2023-02,1762,116,29,39,81,29
liberation,2023-03,2076,183,50,64,100,34
liberation,2023-04,1864,154,41,49,77,21
liberation,2023-05,1915,190,42,44,93,26
liberation,2023-06,2249,237,60,63,76,35
liberation,2023-07,1911,197,40,62,70,20
liberation,2023-08,1730,237,44,64,64,22
liberation,2023-09,2271,237,54,70,104,40
liberation,2023-10,2140,171,39,76,90,34
liberation,2023-11,2203,217,46,60,102,32
liberation,2023-12,1945,177,63,66,83,39
liberation,2024-01,2177,173,38,56,110,40
liberation,2024-02,2155,163,32,68,96,18
liberation,2024-03,2520,170,45,51,98,40
liberation,2024-04,2571,182,39,48,57,26
liberation,2024-05,857,79,21,20,38,14
mediapart,2008-03,73,1,0,1,0,1
mediapart,2008-04,57,0,1,1,0,1
mediapart,2008-05,42,0,1,0,0,2
mediapart,2008-06,53,2,1,4,0,3
mediapart,2008-07,131,4,2,1,0,2
mediapart,2008-08,75,5,2,1,0,1
mediapart,2008-09,122,2,1,0,0,6
mediapart,2008-10,112,3,5,1,0,9
mediapart,2008-11,89,5,5,1,0,6
mediapart,2008-12,111,9,6,0,0,11
mediapart,2009-01,87,2,0,0,0,0
mediapart,2009-02,84,0,1,0,0,2
mediapart,2009-03,95,1,0,0,0,1
mediapart,2009-04,78,2,0,1,0,4
mediapart,2009-05,91,4,1,0,0,2
mediapart,2009-06,68,5,1,0,0,6
mediapart,2009-07,83,4,4,2,0,5
mediapart,2009-08,68,6,3,0,0,1
mediapart,2009-09,73,6,2,1,1,7
mediapart,2009-10,65,3,2,0,0,2
mediapart,2009-11,88,9,8,0,0,2
mediapart,2009-12,106,19,12,1,0,7
mediapart,2010-01,85,4,1,1,1,7
mediapart,2010-02,66,3,2,0,0,1
mediapart,2010-03,80,4,6,1,0,5
mediapart,2010-04,86,9,3,1,1,2
mediapart,2010-05,95,3,4,2,0,4
mediapart,2010-06,97,8,5,0,0,2
mediapart,2010-07,100,2,0,0,0,2
mediapart,2010-08,85,5,1,0,0,2
mediapart,2010-09,96,5,2,0,0,2
mediapart,2010-10,98,7,2,1,0,5
mediapart,2010-11,87,3,3,1,0,5
mediapart,2010-12,82,2,2,0,0,3
mediapart,2011-01,75,1,0,0,0,0
mediapart,2011-02,58,2,0,0,0,2
mediapart,2011-03,67,3,1,0,0,4
mediapart,2011-04,100,3,1,0,1,5
mediapart,2011-05,132,3,2,0,3,6
mediapart,2011-06,111,3,3,1,0,3
mediapart,2011-07,118,7,4,4,2,6
mediapart,2011-08,98,1,1,1,0,0
mediapart,2011-09,105,5,1,1,2,5
mediapart,2011-10,138,4,1,3,1,6
mediapart,2011-11,121,6,2,0,4,6
mediapart,2011-12,116,6,2,0,2,4
mediapart,2012-01,115,4,1,0,3,10
mediapart,2012-02,104,2,2,1,2,7
mediapart,2012-03,100,1,0,1,1,3
mediapart,2012-04,117,6,2,0,4,6
mediapart,2012-05,99,4,1,2,5,8
mediapart,2012-06,136,8,6,12,11,16
mediapart,2012-07,106,3,2,1,4,6
mediapart,2012-08,77,2,1,1,1,0
mediapart,2012-09,112,7,2,6,7,7
mediapart,2012-10,125,2,1,1,6,7
mediapart,2012-11,121,5,2,3,4,2
mediapart,2012-12,105,4,2,1,2,3
mediapart,2013-01,122,2,1,0,2,3
mediapart,2013-02,102,4,1,1,5,5
mediapart,2013-03,120,4,2,1,4,3
mediapart,2013-04,140,3,3,3,7,5
mediapart,2013-05,130,3,2,0,4,5
mediapart,2013-06,132,2,1,2,5,4
mediapart,2013-07,138,2,3,0,3,7
mediapart,2013-08,88,2,0,3,4,2
mediapart,2013-09,145,5,5,6,10,9
mediapart,2013-10,129,3,1,0,6,2
mediapart,2013-11,128,6,4,2,6,7
mediapart,2013-12,114,5,4,2,10,5
mediapart,2014-01,141,4,2,1,6,5
mediapart,2014-02,157,6,1,2,8,5
mediapart,2014-03,159,2,3,0,8,4
mediapart,2014-04,146,8,7,1,10,9
mediapart,2014-05,152,4,3,2,2,4
mediapart,2014-06,151,4,3,0,11,8
mediapart,2014-07,170,4,3,2,2,6
mediapart,2014-08,141,5,2,0,4,3
mediapart,2014-09,170,13,4,1,7,10
mediapart,2014-10,181,11,6,3,11,8
mediapart,2014-11,155,5,3,0,1,8
mediapart,2014-12,156,5,4,2,4,6
mediapart,2015-01,179,4,1,0,4,2
mediapart,2015-02,147,4,2,0,2,2
mediapart,2015-03,189,9,2,0,5,3
mediapart,2015-04,165,3,2,0,3,4
mediapart,2015-05,181,14,8,1,2,6
mediapart,2015-06,200,6,3,2,2,3
mediapart,2015-07,188,9,4,3,4,9
mediapart,2015-08,135,9,3,1,0,2
mediapart,2015-09,217,12,5,0,4,3
mediapart,2015-10,183,15,7,1,5,4
mediapart,2015-11,209,28,13,2,5,7
mediapart,2015-12,215,23,12,2,6,10
mediapart,2016-01,183,12,2,3,1,3
mediapart,2016-02,183,7,6,5,5,8
mediapart,2016-03,212,4,2,0,4,7
mediapart,2016-04,184,5,3,2,3,5
mediapart,2016-05,191,5,1,3,5,2
mediapart,2016-06,228,2,1,4,4,3
mediapart,2016-07,194,5,2,3,6,4
mediapart,2016-08,143,4,0,0,1,0
mediapart,2016-09,177,6,2,2,3,6
mediapart,2016-10,199,7,3,1,3,3
mediapart,2016-11,216,14,2,3,2,4
mediapart,2016-12,227,3,0,1,4,2
mediapart,2017-01,224,6,2,0,8,5
mediapart,2017-02,202,6,1,0,3,3
mediapart,2017-03,243,4,3,1,8,5
mediapart,2017-04,241,7,0,4,5,3
mediapart,2017-05,210,11,2,2,5,3
mediapart,2017-06,188,15,4,2,8,9
mediapart,2017-07,198,14,3,4,4,6
mediapart,2017-08,155,11,3,0,4,1
mediapart,2017-09,184,13,2,1,12,7
mediapart,2017-10,236,10,4,1,7,2
mediapart,2017-11,167,9,1,4,5,6
mediapart,2017-12,186,15,5,1,6,13
mediapart,2018-01,174,6,3,4,7,4
mediapart,2018-02,178,3,0,2,5,1
mediapart,2018-03,232,14,2,1,3,6
mediapart,2018-04,198,12,3,2,5,7
mediapart,2018-05,197,5,2,4,3,2
mediapart,2018-06,216,7,1,3,7,4
mediapart,2018-07,181,4,0,2,4,6
mediapart,2018-08,154,15,5,3,9,3
mediapart,2018-09,178,11,1,3,11,7
mediapart,2018-10,221,19,2,7,6,5
mediapart,2018-11,240,22,7,3,19,14
mediapart,2018-12,228,27,10,0,19,7
mediapart,2019-01,263,17,4,1,6,7
mediapart,2019-02,256,11,4,0,11,8
mediapart,2019-03,311,17,2,4,7,3
mediapart,2019-04,280,12,0,2,6,3
mediapart,2019-05,308,36,8,13,26,18
mediapart,2019-06,259,22,7,2,14,8
mediapart,2019-07,283,15,4,3,26,6
mediapart,2019-08,203,22,6,17,14,8
mediapart,2019-09,294,34,7,4,14,10
mediapart,2019-10,351,41,11,11,18,11
mediapart,2019-11,251,23,7,2,12,3
mediapart,2019-12,265,20,4,2,9,7
mediapart,2020-01,260,14,6,3,10,9
mediapart,2020-02,270,23,6,2,9,10
mediapart,2020-03,359,26,6,6,12,4
mediapart,2020-04,324,25,3,9,8,4
mediapart,2020-05,292,15,3,6,12,2
mediapart,2020-06,315,20,6,5,8,2
mediapart,2020-07,268,18,5,7,15,6
mediapart,2020-08,209,18,2,6,8,2
mediapart,2020-09,311,22,3,9,11,8
mediapart,2020-10,318,22,2,8,10,5
mediapart,2020-11,348,27,5,7,11,6
mediapart,2020-12,313,26,8,10,10,9
mediapart,2021-01,298,18,4,3,12,4
mediapart,2021-02,267,12,3,3,10,7
mediapart,2021-03,333,31,10,8,19,5
mediapart,2021-04,293,22,8,5,16,7
mediapart,2021-05,317,18,8,8,11,8
mediapart,2021-06,344,24,8,8,15,10
mediapart,2021-07,301,29,7,9,12,5
mediapart,2021-08,242,26,6,4,9,7
mediapart,2021-09,308,40,7,14,15,11
mediapart,2021-10,325,33,11,7,21,11
mediapart,2021-11,316,32,9,8,19,11
mediapart,2021-12,310,21,5,2,7,10
mediapart,2022-01,309,25,5,1,14,5
mediapart,2022-02,329,30,13,3,17,11
mediapart,2022-03,448,28,5,11,13,8
mediapart,2022-04,388,33,5,10,13,9
mediapart,2022-05,298,22,7,5,14,7
mediapart,2022-06,330,22,6,7,16,6
mediapart,2022-07,292,38,14,12,20,7
mediapart,2022-08,250,46,8,14,10,4
mediapart,2022-09,299,23,6,11,16,14
mediapart,2022-10,343,40,9,5,16,10
mediapart,2022-11,311,45,17,13,18,16
mediapart,2022-12,308,32,7,13,19,17
mediapart,2023-01,296,22,5,5,14,7
mediapart,2023-02,297,25,8,4,14,10
mediapart,2023-03,353,27,11,6,14,3
mediapart,2023-04,331,31,8,9,18,7
mediapart,2023-05,328,36,10,8,16,6
mediapart,2023-06,349,29,9,11,13,4
mediapart,2023-07,324,47,11,14,21,11
mediapart,2023-08,295,39,11,7,13,7
mediapart,2023-09,316,35,12,10,23,7
mediapart,2023-10,412,17,9,6,16,4
mediapart,2023-11,393,33,6,8,15,8
mediapart,2023-12,364,43,17,9,21,19
mediapart,2024-01,348,40,10,11,17,3
mediapart,2024-02,333,33,7,25,16,9
mediapart,2024-03,340,29,3,11,18,10
