media,month,total,query_total
lemonde,1973-05,3206,5
lemonde,1973-06,3055,8
lemonde,1973-07,2880,8
lemonde,1973-08,2378,6
lemonde,1973-09,3047,6
lemonde,1973-10,3186,7
lemonde,1973-11,3076,10
lemonde,1973-12,3170,8
lemonde,1974-01,3047,5
lemonde,1974-02,2777,5
lemonde,1974-03,3099,10
lemonde,1974-04,3224,8
lemonde,1974-05,3303,6
lemonde,1974-06,3126,6
lemonde,1974-07,2888,5
lemonde,1974-08,2458,11
lemonde,1974-09,2726,9
lemonde,1974-10,3099,10
lemonde,1974-11,2940,6
lemonde,1974-12,3233,9
lemonde,1975-01,3276,9
lemonde,1975-02,2932,10
lemonde,1975-03,3131,11
lemonde,1975-04,2787,2
lemonde,1975-05,2977,5
lemonde,1975-06,2894,3
lemonde,1975-07,2773,9
lemonde,1975-08,2254,8
lemonde,1975-09,2690,9
lemonde,1975-10,3154,9
lemonde,1975-11,3015,8
lemonde,1975-12,3212,3
lemonde,1976-01,3028,7
lemonde,1976-02,2642,10
lemonde,1976-03,3267,9
lemonde,1976-04,2987,5
lemonde,1976-05,3150,7
lemonde,1976-06,3189,15
lemonde,1976-07,2805,5
lemonde,1976-08,2272,12
lemonde,1976-09,2868,16
lemonde,1976-10,3144,9
lemonde,1976-11,3190,11
lemonde,1976-12,3078,11
lemonde,1977-01,2878,6
lemonde,1977-02,3060,20
lemonde,1977-03,3469,12
lemonde,1977-04,3302,8
lemonde,1977-05,3209,12
lemonde,1977-06,3443,15
lemonde,1977-07,3034,7
lemonde,1977-08,2396,9
lemonde,1977-09,3033,14
lemonde,1977-10,3331,5
lemonde,1977-11,3506,20
lemonde,1977-12,3343,11
lemonde,1978-01,3086,6
lemonde,1978-02,2782,5
lemonde,1978-03,3287,5
lemonde,1978-04,3098,5
lemonde,1978-05,3340,16
lemonde,1978-06,3295,5
lemonde,1978-07,2647,7
lemonde,1978-08,2476,8
lemonde,1978-09,2918,9
lemonde,1978-10,3195,12
lemonde,1978-11,3167,10
lemonde,1978-12,3053,5
lemonde,1979-01,3126,27
lemonde,1979-02,2753,17
lemonde,1979-03,3452,9
lemonde,1979-04,2965,10
lemonde,1979-05,3176,14
lemonde,1979-06,3318,13
lemonde,1979-07,2697,15
lemonde,1979-08,2328,7
lemonde,1979-09,2922,14
lemonde,1979-10,3481,13
lemonde,1979-11,3442,14
lemonde,1979-12,3381,15
lemonde,1980-01,3317,10
lemonde,1980-02,3197,13
lemonde,1980-03,3503,8
lemonde,1980-04,3301,10
lemonde,1980-05,3265,8
lemonde,1980-06,3180,18
lemonde,1980-07,3072,19
lemonde,1980-08,2570,13
lemonde,1980-09,3019,12
lemonde,1980-10,3155,10
lemonde,1980-11,2902,15
lemonde,1980-12,3424,12
lemonde,1981-01,2944,9
lemonde,1981-02,2747,8
lemonde,1981-03,3036,9
lemonde,1981-04,2970,18
lemonde,1981-05,3098,14
lemonde,1981-06,3084,13
lemonde,1981-07,2845,12
lemonde,1981-08,2384,15
lemonde,1981-09,2891,14
lemonde,1981-10,3161,15
lemonde,1981-11,2705,15
lemonde,1981-12,2986,14
lemonde,1982-01,2766,9
lemonde,1982-02,2747,16
lemonde,1982-03,3101,13
lemonde,1982-04,2872,10
lemonde,1982-05,2780,12
lemonde,1982-06,2875,13
lemonde,1982-07,2582,6
lemonde,1982-08,2397,9
lemonde,1982-09,2676,5
lemonde,1982-10,2926,12
lemonde,1982-11,2819,13
lemonde,1982-12,3111,10
lemonde,1983-01,2807,8
lemonde,1983-02,2546,5
lemonde,1983-03,2931,3
lemonde,1983-04,2653,8
lemonde,1983-05,2746,8
lemonde,1983-06,2534,12
lemonde,1983-07,2345,12
lemonde,1983-08,2296,14
lemonde,1983-09,2497,7
lemonde,1983-10,2732,14
lemonde,1983-11,2791,16
lemonde,1983-12,2826,11
lemonde,1984-01,2629,14
lemonde,1984-02,2552,11
lemonde,1984-03,2863,23
lemonde,1984-04,2514,6
lemonde,1984-05,2662,10
lemonde,1984-06,2757,7
lemonde,1984-07,2425,10
lemonde,1984-08,2303,3
lemonde,1984-09,2539,12
lemonde,1984-10,2974,13
lemonde,1984-11,2715,8
lemonde,1984-12,2638,10
lemonde,1985-01,2541,13
lemonde,1985-02,2494,13
lemonde,1985-03,2738,10
lemonde,1985-04,2750,14
lemonde,1985-05,2767,8
lemonde,1985-06,2706,10
lemonde,1985-07,2530,7
lemonde,1985-08,2435,12
lemonde,1985-09,2277,5
lemonde,1985-10,2732,11
lemonde,1985-11,2629,8
lemonde,1985-12,2619,8
lemonde,1986-01,2716,9
lemonde,1986-02,2283,15
lemonde,1986-03,2633,8
lemonde,1986-04,2568,3
lemonde,1986-05,2728,6
lemonde,1986-06,2694,3
lemonde,1986-07,2636,16
lemonde,1986-08,2166,4
lemonde,1986-09,2471,2
lemonde,1986-10,2749,7
lemonde,1986-11,2232,4
lemonde,1986-12,2678,7
lemonde,1987-01,3474,10
lemonde,1987-02,3206,8
lemonde,1987-03,3649,11
lemonde,1987-04,3397,9
lemonde,1987-05,3556,9
lemonde,1987-06,2943,4
lemonde,1987-07,2990,8
lemonde,1987-08,2734,10
lemonde,1987-09,3092,17
lemonde,1987-10,3485,17
lemonde,1987-11,3402,7
lemonde,1987-12,3512,11
lemonde,1988-01,3374,9
lemonde,1988-02,3052,6
lemonde,1988-03,3589,11
lemonde,1988-04,3480,8
lemonde,1988-05,3629,9
lemonde,1988-06,3668,10
lemonde,1988-07,3076,10
lemonde,1988-08,2523,9
lemonde,1988-09,3334,6
lemonde,1988-10,3526,12
lemonde,1988-11,3245,8
lemonde,1988-12,3388,16
lemonde,1989-01,3161,9
lemonde,1989-02,2993,23
lemonde,1989-03,3609,26
lemonde,1989-04,3351,18
lemonde,1989-05,3252,17
lemonde,1989-06,3488,28
lemonde,1989-07,3191,18
lemonde,1989-08,2648,9
lemonde,1989-09,3295,13
lemonde,1989-10,3533,10
lemonde,1989-11,3538,13
lemonde,1989-12,3554,18
lemonde,1990-01,3338,10
lemonde,1990-02,3144,18
lemonde,1990-03,3581,15
lemonde,1990-04,3072,18
lemonde,1990-05,2982,13
lemonde,1990-06,3197,8
lemonde,1990-07,2841,13
lemonde,1990-08,2565,9
lemonde,1990-09,3208,17
lemonde,1990-10,3536,19
lemonde,1990-11,3457,28
lemonde,1990-12,3230,19
lemonde,1991-01,3512,12
lemonde,1991-02,3173,6
lemonde,1991-03,3363,7
lemonde,1991-04,3196,15
lemonde,1991-05,3394,14
lemonde,1991-06,3260,6
lemonde,1991-07,2938,14
lemonde,1991-08,2607,10
lemonde,1991-09,3173,11
lemonde,1991-10,3557,10
lemonde,1991-11,3323,9
lemonde,1991-12,3250,16
lemonde,1992-01,3259,7
lemonde,1992-02,3293,17
lemonde,1992-03,3663,23
lemonde,1992-04,3418,18
lemonde,1992-05,3355,16
lemonde,1992-06,3345,63
lemonde,1992-07,3186,23
lemonde,1992-08,2561,9
lemonde,1992-09,3509,18
lemonde,1992-10,3526,11
lemonde,1992-11,3387,11
lemonde,1992-12,3483,16
lemonde,1993-01,3653,13
lemonde,1993-02,3281,15
lemonde,1993-03,3978,7
lemonde,1993-04,3381,15
lemonde,1993-05,3544,18
lemonde,1993-06,3466,18
lemonde,1993-07,3282,10
lemonde,1993-08,2528,5
lemonde,1993-09,3400,12
lemonde,1993-10,3830,11
lemonde,1993-11,3769,28
lemonde,1993-12,3824,24
lemonde,1994-01,3701,14
lemonde,1994-02,3658,26
lemonde,1994-03,4179,12
lemonde,1994-04,3796,17
lemonde,1994-05,3789,11
lemonde,1994-06,3801,19
lemonde,1994-07,3478,12
lemonde,1994-08,2641,3
lemonde,1994-09,3640,22
lemonde,1994-10,3865,14
lemonde,1994-11,3703,13
lemonde,1994-12,3581,11
lemonde,1995-01,3278,17
lemonde,1995-02,2860,18
lemonde,1995-03,3192,19
lemonde,1995-04,2931,16
lemonde,1995-05,3182,10
lemonde,1995-06,3288,17
lemonde,1995-07,2393,12
lemonde,1995-08,2114,10
lemonde,1995-09,3110,18
lemonde,1995-10,3198,24
lemonde,1995-11,2988,18
lemonde,1995-12,3000,27
lemonde,1996-01,3019,19
lemonde,1996-02,3286,16
lemonde,1996-03,3604,16
lemonde,1996-04,3168,23
lemonde,1996-05,3305,16
lemonde,1996-06,3523,21
lemonde,1996-07,3044,16
lemonde,1996-08,2378,13
lemonde,1996-09,3226,19
lemonde,1996-10,4151,17
lemonde,1996-11,4332,19
lemonde,1996-12,4093,31
lemonde,1997-01,4562,31
lemonde,1997-02,4484,18
lemonde,1997-03,4741,14
lemonde,1997-04,4208,21
lemonde,1997-05,4718,21
lemonde,1997-06,4732,45
lemonde,1997-07,4147,23
lemonde,1997-08,3363,25
lemonde,1997-09,4447,19
lemonde,1997-10,5102,41
lemonde,1997-11,4821,53
lemonde,1997-12,4483,64
lemonde,1998-01,4709,31
lemonde,1998-02,4429,26
lemonde,1998-03,5085,33
lemonde,1998-04,4987,33
lemonde,1998-05,5230,42
lemonde,1998-06,5139,22
lemonde,1998-07,4735,25
lemonde,1998-08,3153,18
lemonde,1998-09,5036,40
lemonde,1998-10,5186,35
lemonde,1998-11,4783,51
lemonde,1998-12,4877,25
lemonde,1999-01,5011,32
lemonde,1999-02,4802,40
lemonde,1999-03,4935,29
lemonde,1999-04,5297,35
lemonde,1999-05,5157,13
lemonde,1999-06,5362,29
lemonde,1999-07,4228,30
lemonde,1999-08,3419,21
lemonde,1999-09,4800,24
lemonde,1999-10,5299,35
lemonde,1999-11,4818,50
lemonde,1999-12,5067,41
lemonde,2000-01,5576,97
lemonde,2000-02,5517,28
lemonde,2000-03,6250,38
lemonde,2000-04,5448,53
lemonde,2000-05,6387,44
lemonde,2000-06,5964,41
lemonde,2000-07,4836,25
lemonde,2000-08,4237,44
lemonde,2000-09,6910,78
lemonde,2000-10,6117,46
lemonde,2000-11,6039,154
lemonde,2000-12,5826,58
lemonde,2001-01,7598,86
lemonde,2001-02,9095,97
lemonde,2001-03,11116,117
lemonde,2001-04,9157,116
lemonde,2001-05,9631,144
lemonde,2001-06,9059,185
lemonde,2001-07,7474,116
lemonde,2001-08,6641,52
lemonde,2001-09,9340,97
lemonde,2001-10,9576,81
lemonde,2001-11,7721,96
lemonde,2001-12,6890,88
lemonde,2002-01,7313,116
lemonde,2002-02,7160,103
lemonde,2002-03,7992,119
lemonde,2002-04,8254,90
lemonde,2002-05,7978,125
lemonde,2002-06,8781,141
lemonde,2002-07,5722,78
lemonde,2002-08,4232,120
lemonde,2002-09,6899,168
lemonde,2002-10,7336,84
lemonde,2002-11,7029,107
lemonde,2002-12,4429,51
lemonde,2003-01,4327,63
lemonde,2003-02,4381,51
lemonde,2003-03,4716,36
lemonde,2003-04,4429,40
lemonde,2003-05,4473,45
lemonde,2003-06,4589,81
lemonde,2003-07,4289,55
lemonde,2003-08,3367,133
lemonde,2003-09,4677,92
lemonde,2003-10,5094,69
lemonde,2003-11,4805,86
lemonde,2003-12,4604,58
lemonde,2004-01,4603,59
lemonde,2004-02,4718,66
lemonde,2004-03,5340,64
lemonde,2004-04,4567,72
lemonde,2004-05,3876,79
lemonde,2004-06,4205,121
lemonde,2004-07,3239,31
lemonde,2004-08,3238,29
lemonde,2004-09,4092,65
lemonde,2004-10,4106,56
lemonde,2004-11,4011,90
lemonde,2004-12,3537,64
lemonde,2005-01,3876,78
lemonde,2005-02,3787,68
lemonde,2005-03,5139,99
lemonde,2005-04,4170,63
lemonde,2005-05,4624,100
lemonde,2005-06,4511,84
lemonde,2005-07,3287,70
lemonde,2005-08,3010,50
lemonde,2005-09,4411,89
lemonde,2005-10,4273,56
lemonde,2005-11,4469,75
lemonde,2005-12,4513,73
lemonde,2006-01,4480,65
lemonde,2006-02,4087,47
lemonde,2006-03,4394,53
lemonde,2006-04,4153,60
lemonde,2006-05,4453,96
lemonde,2006-06,4717,69
lemonde,2006-07,3365,58
lemonde,2006-08,3227,53
lemonde,2006-09,4103,67
lemonde,2006-10,4348,109
lemonde,2006-11,4341,112
lemonde,2006-12,4109,88
lemonde,2007-01,4473,136
lemonde,2007-02,4177,121
lemonde,2007-03,5063,149
lemonde,2007-04,5092,131
lemonde,2007-05,4990,174
lemonde,2007-06,5183,178
lemonde,2007-07,4138,83
lemonde,2007-08,3630,89
lemonde,2007-09,4639,148
lemonde,2007-10,4862,162
lemonde,2007-11,4586,146
lemonde,2007-12,4251,135
lemonde,2008-01,4475,139
lemonde,2008-02,4455,105
lemonde,2008-03,4582,129
lemonde,2008-04,4097,150
lemonde,2008-05,4453,130
lemonde,2008-06,4506,185
lemonde,2008-07,3783,124
lemonde,2008-08,3755,90
lemonde,2008-09,4249,120
lemonde,2008-10,4361,164
lemonde,2008-11,4270,149
lemonde,2008-12,4178,162
lemonde,2009-01,4358,149
lemonde,2009-02,4614,132
lemonde,2009-03,4796,132
lemonde,2009-04,4605,142
lemonde,2009-05,4497,132
lemonde,2009-06,4967,195
lemonde,2009-07,4261,153
lemonde,2009-08,3635,119
lemonde,2009-09,4868,211
lemonde,2009-10,5241,202
lemonde,2009-11,4945,263
lemonde,2009-12,4659,343
lemonde,2010-01,4645,165
lemonde,2010-02,4701,159
lemonde,2010-03,5411,195
lemonde,2010-04,5444,168
lemonde,2010-05,5167,159
lemonde,2010-06,5713,115
lemonde,2010-07,5097,126
lemonde,2010-08,4355,146
lemonde,2010-09,5491,156
lemonde,2010-10,5644,158
lemonde,2010-11,5426,200
lemonde,2010-12,5306,195
lemonde,2011-01,5338,143
lemonde,2011-02,5113,122
lemonde,2011-03,6067,152
lemonde,2011-04,5259,174
lemonde,2011-05,5467,153
lemonde,2011-06,5130,167
lemonde,2011-07,4521,145
lemonde,2011-08,4397,118
lemonde,2011-09,5859,146
lemonde,2011-10,6410,161
lemonde,2011-11,6214,231
lemonde,2011-12,6388,157
lemonde,2012-01,6313,188
lemonde,2012-02,6161,176
lemonde,2012-03,6855,180
lemonde,2012-04,6908,164
lemonde,2012-05,7326,197
lemonde,2012-06,6232,216
lemonde,2012-07,4054,114
lemonde,2012-08,3603,122
lemonde,2012-09,4531,158
lemonde,2012-10,4909,182
lemonde,2012-11,4654,184
lemonde,2012-12,4000,142
lemonde,2013-01,4381,131
lemonde,2013-02,4151,115
lemonde,2013-03,4405,115
lemonde,2013-04,4590,126
lemonde,2013-05,4559,146
lemonde,2013-06,4452,117
lemonde,2013-07,4030,159
lemonde,2013-08,3428,106
lemonde,2013-09,4254,178
lemonde,2013-10,4665,161
lemonde,2013-11,4375,137
lemonde,2013-12,3733,115
lemonde,2014-01,4058,113
lemonde,2014-02,3857,120
lemonde,2014-03,4179,134
lemonde,2014-04,3851,155
lemonde,2014-05,4290,144
lemonde,2014-06,4254,162
lemonde,2014-07,3506,76
lemonde,2014-08,2995,63
lemonde,2014-09,4279,129
lemonde,2014-10,4232,168
lemonde,2014-11,3671,143
lemonde,2014-12,3490,146
lemonde,2015-01,4085,123
lemonde,2015-02,3778,116
lemonde,2015-03,4284,151
lemonde,2015-04,2897,89
lemonde,2015-05,1976,76
lemonde,2015-06,4332,221
lemonde,2015-07,3642,137
lemonde,2015-08,2751,132
lemonde,2015-09,4200,204
lemonde,2015-10,4090,248
lemonde,2015-11,3834,299
lemonde,2015-12,3724,301
lemonde,2016-01,3756,125
lemonde,2016-02,3900,142
lemonde,2016-03,4414,145
lemonde,2016-04,3960,141
lemonde,2016-05,4309,177
lemonde,2016-06,4456,161
lemonde,2016-07,3205,103
lemonde,2016-08,3165,101
lemonde,2016-09,3873,184
lemonde,2016-10,3908,163
lemonde,2016-11,4112,221
lemonde,2016-12,3564,159
lemonde,2017-01,3981,207
lemonde,2017-02,3659,138
lemonde,2017-03,4250,199
lemonde,2017-04,3917,177
lemonde,2017-05,4035,198
lemonde,2017-06,4202,232
lemonde,2017-07,3240,166
lemonde,2017-08,2806,124
lemonde,2017-09,3741,195
lemonde,2017-10,3619,182
lemonde,2017-11,3695,240
lemonde,2017-12,3350,220
lemonde,2018-01,3560,175
lemonde,2018-02,3472,173
lemonde,2018-03,3916,187
lemonde,2018-04,3396,168
lemonde,2018-05,3574,184
lemonde,2018-06,3790,187
lemonde,2018-07,3219,133
lemonde,2018-08,2596,177
lemonde,2018-09,3357,235
lemonde,2018-10,3604,257
lemonde,2018-11,3322,368
lemonde,2018-12,3013,321
lemonde,2019-01,3290,255
lemonde,2019-02,2998,235
lemonde,2019-03,3380,292
lemonde,2019-04,3029,238
lemonde,2019-05,3246,281
lemonde,2019-06,3118,277
lemonde,2019-07,2734,267
lemonde,2019-08,2293,226
lemonde,2019-09,2985,302
lemonde,2019-10,3299,285
lemonde,2019-11,3009,286
lemonde,2019-12,2744,275
lemonde,2020-01,2958,298
lemonde,2020-02,2802,242
lemonde,2020-03,3055,194
lemonde,2020-04,2573,171
lemonde,2020-05,2468,209
lemonde,2020-06,2886,271
lemonde,2020-07,2574,228
lemonde,2020-08,2166,164
lemonde,2020-09,3128,333
lemonde,2020-10,3159,267
lemonde,2020-11,2976,198
lemonde,2020-12,2714,236
lemonde,2021-01,2824,209
lemonde,2021-02,2673,220
lemonde,2021-03,3054,258
lemonde,2021-04,2877,224
lemonde,2021-05,2863,208
lemonde,2021-06,3158,273
lemonde,2021-07,2698,246
lemonde,2021-08,2129,197
lemonde,2021-09,2964,369
lemonde,2021-10,3011,367
lemonde,2021-11,2896,377
lemonde,2021-12,2837,263
lemonde,2022-01,3067,254
lemonde,2022-02,2870,292
lemonde,2022-03,3192,327
lemonde,2022-04,2853,306
lemonde,2022-05,2852,310
lemonde,2022-06,3012,362
lemonde,2022-07,2701,383
lemonde,2022-08,2129,324
lemonde,2022-09,3027,437
lemonde,2022-10,3011,470
lemonde,2022-11,3082,462
lemonde,2022-12,2786,352
lemonde,2023-01,5716,652
lemonde,2023-02,5326,556
lemonde,2023-03,6181,701
lemonde,2023-04,5632,664
lemonde,2023-05,6046,730
lemonde,2023-06,6267,832
lemonde,2023-07,3432,430
lemonde,2023-08,2346,289
lemonde,2023-09,3207,443
lemonde,2023-10,927,130
leparisien,2000-10,878,3
leparisien,2000-11,7349,29
leparisien,2000-12,6546,23
leparisien,2001-01,7394,31
leparisien,2001-02,7126,20
leparisien,2001-03,6686,22
leparisien,2001-04,5179,19
leparisien,2001-05,6203,28
leparisien,2001-06,5945,18
leparisien,2001-07,6048,22
leparisien,2001-08,5335,16
leparisien,2001-09,6720,16
leparisien,2001-10,7768,29
leparisien,2001-11,7417,19
leparisien,2001-12,6992,28
leparisien,2002-01,7161,27
leparisien,2002-02,6682,24
leparisien,2002-03,7488,27
leparisien,2002-04,6690,18
leparisien,2002-05,7456,33
leparisien,2002-06,7156,33
leparisien,2002-07,6306,29
leparisien,2002-08,5125,44
leparisien,2002-09,7041,38
leparisien,2002-10,7493,33
leparisien,2002-11,6639,32
leparisien,2002-12,6321,29
leparisien,2003-01,6872,71
leparisien,2003-02,6717,29
leparisien,2003-03,7625,34
leparisien,2003-04,6787,19
leparisien,2003-05,6830,43
leparisien,2003-06,6258,43
leparisien,2003-07,5775,29
leparisien,2003-08,5350,46
leparisien,2003-09,6172,35
leparisien,2003-10,7095,34
leparisien,2003-11,6767,17
leparisien,2003-12,6570,35
leparisien,2004-01,6495,33
leparisien,2004-02,6743,31
leparisien,2004-03,7184,23
leparisien,2004-04,6501,37
leparisien,2004-05,6712,30
leparisien,2004-06,6205,47
leparisien,2004-07,5420,38
leparisien,2004-08,5296,35
leparisien,2004-09,6111,36
leparisien,2004-10,6633,27
leparisien,2004-11,6932,33
leparisien,2004-12,6505,33
leparisien,2005-01,6854,31
leparisien,2005-02,6270,36
leparisien,2005-03,6852,55
leparisien,2005-04,6958,32
leparisien,2005-05,6810,47
leparisien,2005-06,6225,66
leparisien,2005-07,5780,48
leparisien,2005-08,5117,29
leparisien,2005-09,6833,68
leparisien,2005-10,6787,70
leparisien,2005-11,6819,53
leparisien,2005-12,6488,51
leparisien,2006-01,6855,64
leparisien,2006-02,6235,54
leparisien,2006-03,6682,57
leparisien,2006-04,5985,56
leparisien,2006-05,6942,94
leparisien,2006-06,6376,71
leparisien,2006-07,5245,39
leparisien,2006-08,4783,40
leparisien,2006-09,6351,51
leparisien,2006-10,6709,88
leparisien,2006-11,6625,100
leparisien,2006-12,5851,82
leparisien,2007-01,7208,131
leparisien,2007-02,6564,89
leparisien,2007-03,7247,92
leparisien,2007-04,6570,90
leparisien,2007-05,7033,126
leparisien,2007-06,6360,123
leparisien,2007-07,5806,88
leparisien,2007-08,1968,21
leparisien,2007-09,6899,109
leparisien,2007-10,8327,43
leparisien,2007-11,8308,23
leparisien,2007-12,8099,21
leparisien,2008-01,8642,29
leparisien,2008-02,8044,17
leparisien,2008-03,8531,20
leparisien,2008-04,8140,23
leparisien,2008-05,8397,15
leparisien,2008-06,8210,29
leparisien,2008-07,7420,62
leparisien,2008-08,7014,76
leparisien,2008-09,8398,123
leparisien,2008-10,8639,144
leparisien,2008-11,8288,139
leparisien,2008-12,8187,129
leparisien,2009-01,8239,138
leparisien,2009-02,7667,115
leparisien,2009-03,8358,137
leparisien,2009-04,8233,139
leparisien,2009-05,8071,90
leparisien,2009-06,7820,137
leparisien,2009-07,7046,100
leparisien,2009-08,6132,65
leparisien,2009-09,8270,127
leparisien,2009-10,8462,127
leparisien,2009-11,7949,137
leparisien,2009-12,7783,191
leparisien,2010-01,8313,161
leparisien,2010-02,7821,142
leparisien,2010-03,8637,121
leparisien,2010-04,7961,145
leparisien,2010-05,8148,138
leparisien,2010-06,8050,130
leparisien,2010-07,6981,85
leparisien,2010-08,6179,62
leparisien,2010-09,7956,110
leparisien,2010-10,7923,121
leparisien,2010-11,8315,123
leparisien,2010-12,7883,123
leparisien,2011-01,8514,99
leparisien,2011-02,7851,81
leparisien,2011-03,8557,113
leparisien,2011-04,7877,145
leparisien,2011-05,6854,94
leparisien,2011-06,6592,74
leparisien,2011-07,6495,63
leparisien,2011-08,6793,65
leparisien,2011-09,8563,105
leparisien,2011-10,8297,83
leparisien,2011-11,8415,136
leparisien,2011-12,8610,115
leparisien,2012-01,8788,116
leparisien,2012-02,8190,117
leparisien,2012-03,8874,136
leparisien,2012-04,8490,131
leparisien,2012-05,8685,88
leparisien,2012-06,8620,114
leparisien,2012-07,7564,76
leparisien,2012-08,7545,85
leparisien,2012-09,8442,96
leparisien,2012-10,8823,128
leparisien,2012-11,8606,107
leparisien,2012-12,8483,103
leparisien,2013-01,8724,98
leparisien,2013-02,8013,104
leparisien,2013-03,8568,125
leparisien,2013-04,8208,106
leparisien,2013-05,7902,107
leparisien,2013-06,8394,122
leparisien,2013-07,8411,140
leparisien,2013-08,7951,70
leparisien,2013-09,8448,133
leparisien,2013-10,8997,87
leparisien,2013-11,8718,101
leparisien,2013-12,8572,79
leparisien,2014-01,3619,37
leparisien,2014-02,3708,53
leparisien,2014-03,5510,79
leparisien,2014-04,5633,110
leparisien,2014-05,6906,90
leparisien,2014-06,7608,104
leparisien,2014-07,7357,78
leparisien,2014-08,6945,76
leparisien,2014-09,6615,86
leparisien,2014-10,7112,108
leparisien,2014-11,6697,97
leparisien,2014-12,7389,83
leparisien,2015-01,8794,99
leparisien,2015-02,6206,80
leparisien,2015-03,7618,101
leparisien,2015-04,7064,96
leparisien,2015-05,8600,165
leparisien,2015-06,7676,195
leparisien,2015-07,7639,159
leparisien,2015-08,8447,134
leparisien,2015-09,7598,180
leparisien,2015-10,7296,179
leparisien,2015-11,7686,299
leparisien,2015-12,7945,264
leparisien,2016-01,7787,77
leparisien,2016-02,7207,80
leparisien,2016-03,6767,69
leparisien,2016-04,6101,65
leparisien,2016-05,7036,116
leparisien,2016-06,8499,119
leparisien,2016-07,8280,88
leparisien,2016-08,7458,75
leparisien,2016-09,7498,115
leparisien,2016-10,6899,94
leparisien,2016-11,8299,133
leparisien,2016-12,8081,100
leparisien,2017-01,6364,119
leparisien,2017-02,7005,111
leparisien,2017-03,7502,119
leparisien,2017-04,6784,122
leparisien,2017-05,7555,148
leparisien,2017-06,7376,178
leparisien,2017-07,6262,160
leparisien,2017-08,5479,87
leparisien,2017-09,6630,154
leparisien,2017-10,7547,153
leparisien,2017-11,7558,155
leparisien,2017-12,6462,144
leparisien,2018-01,7162,136
leparisien,2018-02,6377,161
leparisien,2018-03,6993,140
leparisien,2018-04,6486,127
leparisien,2018-05,7060,144
leparisien,2018-06,7448,164
leparisien,2018-07,6703,146
leparisien,2018-08,5328,162
leparisien,2018-09,6465,183
leparisien,2018-10,6716,198
leparisien,2018-11,6858,268
leparisien,2018-12,5697,203
leparisien,2019-01,6496,195
leparisien,2019-02,6014,182
leparisien,2019-03,6097,224
leparisien,2019-04,5738,201
leparisien,2019-05,6165,228
leparisien,2019-06,6085,237
leparisien,2019-07,5490,292
leparisien,2019-08,4523,215
leparisien,2019-09,5808,288
leparisien,2019-10,5729,242
leparisien,2019-11,5735,242
leparisien,2019-12,5432,243
leparisien,2020-01,6326,264
leparisien,2020-02,5667,271
leparisien,2020-03,6429,236
leparisien,2020-04,5270,87
leparisien,2020-05,5345,160
leparisien,2020-06,5567,199
leparisien,2020-07,4876,240
leparisien,2020-08,4286,154
leparisien,2020-09,5430,234
leparisien,2020-10,5106,203
leparisien,2020-11,4914,148
leparisien,2020-12,4749,179
leparisien,2021-01,5087,163
leparisien,2021-02,4718,203
leparisien,2021-03,5372,158
leparisien,2021-04,5069,179
leparisien,2021-05,5482,202
leparisien,2021-06,5819,214
leparisien,2021-07,5162,226
leparisien,2021-08,4409,199
leparisien,2021-09,5308,239
leparisien,2021-10,5481,263
leparisien,2021-11,4986,257
leparisien,2021-12,4646,197
leparisien,2022-01,5073,206
leparisien,2022-02,4824,241
leparisien,2022-03,5252,227
leparisien,2022-04,5261,261
leparisien,2022-05,4964,261
leparisien,2022-06,5361,330
leparisien,2022-07,4759,364
leparisien,2022-08,4218,376
leparisien,2022-09,4927,362
leparisien,2022-10,4907,385
leparisien,2022-11,4983,316
leparisien,2022-12,4675,228
leparisien,2023-01,4855,265
leparisien,2023-02,4395,220
leparisien,2023-03,4889,278
leparisien,2023-04,4454,236
leparisien,2023-05,5018,291
leparisien,2023-06,5416,337
leparisien,2023-07,4943,330
leparisien,2023-08,8741,551
leparisien,2023-09,10407,698
leparisien,2023-10,11042,588
leparisien,2023-11,10882,622
leparisien,2023-12,10212,514
leparisien,2024-01,11590,672
leparisien,2024-02,11690,586
leparisien,2024-03,12706,570
leparisien,2024-04,12230,484
leparisien,2024-05,13202,534
leparisien,2024-06,13108,480
leparisien,2024-07,4542,150
lesechos,1991-01,1859,6
lesechos,1991-02,1629,5
lesechos,1991-03,1774,9
lesechos,1991-04,1842,9
lesechos,1991-05,1607,9
lesechos,1991-06,1682,6
lesechos,1991-07,1672,10
lesechos,1991-08,1332,6
lesechos,1991-09,1717,7
lesechos,1991-10,1934,10
lesechos,1991-11,1768,6
lesechos,1991-12,1715,6
lesechos,1992-01,1965,3
lesechos,1992-02,1703,12
lesechos,1992-03,1868,7
lesechos,1992-04,1882,10
lesechos,1992-05,1561,11
lesechos,1992-06,1838,30
lesechos,1992-07,1587,3
lesechos,1992-08,1268,3
lesechos,1992-09,1840,9
lesechos,1992-10,1935,2
lesechos,1992-11,1764,6
lesechos,1992-12,1824,5
lesechos,1993-01,1767,6
lesechos,1993-02,1768,7
lesechos,1993-03,2065,12
lesechos,1993-04,1741,5
lesechos,1993-05,1704,9
lesechos,1993-06,1923,7
lesechos,1993-07,1587,4
lesechos,1993-08,1423,2
lesechos,1993-09,1888,13
lesechos,1993-10,1967,7
lesechos,1993-11,1807,8
lesechos,1993-12,2052,7
lesechos,1994-01,2012,4
lesechos,1994-02,1781,6
lesechos,1994-03,2212,13
lesechos,1994-04,1937,10
